time,AOD,state 
11-01-2025,1.18207264,Karnataka
12-01-2025,0.711904925,Karnataka
13-01-2025,0.910744032,Karnataka
14-01-2025,0.738271123,Karnataka
15-01-2025,0.415470561,Karnataka
16-01-2025,0.738877898,Karnataka
17-01-2025,0.696865053,Karnataka
18-01-2025,0.887838411,Karnataka
19-01-2025,0.474210543,Karnataka
20-01-2025,0.362703252,Karnataka
21-01-2025,0.318817741,Karnataka
22-01-2025,0.204636253,Karnataka
23-01-2025,0.424464456,Karnataka
24-01-2025,0.255763299,Karnataka
25-01-2025,0.121808428,Karnataka
26-01-2025,0.162749136,Karnataka
27-01-2025,0.218887731,Karnataka
28-01-2025,0.488607905,Karnataka
29-01-2025,0.351560478,Karnataka
30-01-2025,0.391612847,Karnataka
31-01-2025,0.354931406,Karnataka
01-02-2025,0.322225741,Karnataka
02-02-2025,0.225373995,Karnataka
03-02-2025,0.207006982,Karnataka
04-02-2025,0.125476426,Karnataka
05-02-2025,0.257710269,Karnataka
06-02-2025,0.261099044,Karnataka
07-02-2025,0.460633407,Karnataka
08-02-2025,0.484758379,Karnataka
09-02-2025,0.779816801,Karnataka
10-02-2025,0.717197932,Karnataka
11-02-2025,0.539993969,Karnataka
12-02-2025,0.472173391,Karnataka
13-02-2025,0.301008355,Karnataka
14-02-2025,0.36110577,Karnataka
15-02-2025,0.317588499,Karnataka
16-02-2025,0.248894863,Karnataka
17-02-2025,0.282134626,Karnataka
18-02-2025,0.357411311,Karnataka
19-02-2025,0.444823005,Karnataka
20-02-2025,0.491356346,Karnataka
21-02-2025,0.620032381,Karnataka
22-02-2025,0.527426298,Karnataka
23-02-2025,0.386324781,Karnataka
24-02-2025,0.251920901,Karnataka
25-02-2025,0.293965383,Karnataka
26-02-2025,0.281693003,Karnataka
27-02-2025,0.369523421,Karnataka
28-02-2025,0.457934083,Karnataka
01-03-2025,0.320962618,Karnataka
02-03-2025,0.280254533,Karnataka
03-03-2025,0.308402265,Karnataka
04-03-2025,0.359375068,Karnataka
05-03-2025,0.374890528,Karnataka
06-03-2025,0.163161162,Karnataka
07-03-2025,0.260332204,Karnataka
08-03-2025,0.298173409,Karnataka
09-03-2025,0.351396008,Karnataka
10-03-2025,0.407369561,Karnataka
11-03-2025,0.413741781,Karnataka
12-03-2025,0.199631708,Karnataka
13-03-2025,0.303163007,Karnataka
14-03-2025,0.337464139,Karnataka
15-03-2025,0.424104796,Karnataka
16-03-2025,0.293178009,Karnataka
17-03-2025,0.341741655,Karnataka
18-03-2025,0.357550207,Karnataka
19-03-2025,0.402721649,Karnataka
20-03-2025,0.31132897,Karnataka
21-03-2025,0.459711269,Karnataka
22-03-2025,0.438997762,Karnataka
23-03-2025,0.519716648,Karnataka
24-03-2025,0.472157888,Karnataka
25-03-2025,0.643226915,Karnataka
26-03-2025,0.464788274,Karnataka
27-03-2025,0.654792297,Karnataka
28-03-2025,0.794399388,Karnataka
29-03-2025,0.665246048,Karnataka
30-03-2025,1.13696084,Karnataka
31-03-2025,0.775590639,Karnataka
01-04-2025,0.910493262,Karnataka
02-04-2025,0.745312243,Karnataka
03-04-2025,0.919999989,Karnataka
04-04-2025,0.309636837,Karnataka
05-04-2025,0.381727047,Karnataka
06-04-2025,0.45235156,Karnataka
07-04-2025,0.465051923,Karnataka
08-04-2025,0.446973407,Karnataka
09-04-2025,0.581625051,Karnataka
10-04-2025,0.580698147,Karnataka
11-04-2025,0.571619445,Karnataka
12-04-2025,0.570214603,Karnataka
13-04-2025,0.417398468,Karnataka
14-04-2025,0.464646525,Karnataka
15-04-2025,0.486216719,Karnataka
16-04-2025,0.608187614,Karnataka
17-04-2025,0.589360409,Karnataka
18-04-2025,0.713602158,Karnataka
19-04-2025,0.769380173,Karnataka
20-04-2025,0.702162171,Karnataka
21-04-2025,0.574655355,Karnataka
22-04-2025,0.602082188,Karnataka
23-04-2025,0.500365175,Karnataka
24-04-2025,0.585203317,Karnataka
25-04-2025,0.628315284,Karnataka
26-04-2025,0.642933744,Karnataka
27-04-2025,0.64463625,Karnataka
28-04-2025,0.43940299,Karnataka
29-04-2025,0.536546015,Karnataka
30-04-2025,0.559123446,Karnataka
01-05-2025,0.499679682,Karnataka
02-05-2025,0.465706435,Karnataka
03-05-2025,0.457306575,Karnataka
04-05-2025,0.349325437,Karnataka
05-05-2025,0.311468263,Karnataka
06-05-2025,0.347568551,Karnataka
07-05-2025,0.474874353,Karnataka
08-05-2025,0.316731003,Karnataka
09-05-2025,0.180586687,Karnataka
10-05-2025,0.362842573,Karnataka
11-05-2025,0.356205449,Karnataka
12-05-2025,0.506185135,Karnataka
13-05-2025,0.504111995,Karnataka
14-05-2025,0.340593636,Karnataka
15-05-2025,0.671654773,Karnataka
16-05-2025,0.346154866,Karnataka
17-05-2025,0.553570613,Karnataka
18-05-2025,0.64184182,Karnataka
19-05-2025,1.04406773,Karnataka
20-05-2025,0.960731707,Karnataka
21-05-2025,0.334326371,Karnataka
22-05-2025,0.181000009,Karnataka
23-05-2025,0.22487322,Karnataka
24-05-2025,-9999,Karnataka
25-05-2025,0.494000023,Karnataka
26-05-2025,0.686000033,Karnataka
27-05-2025,0.675000032,Karnataka
28-05-2025,1.00028414,Karnataka
29-05-2025,0.570119385,Karnataka
30-05-2025,0.994584819,Karnataka
31-05-2025,0.43018529,Karnataka
01-06-2025,0.45795116,Karnataka
02-06-2025,0.277335541,Karnataka
03-06-2025,0.29933345,Karnataka
04-06-2025,0.457881801,Karnataka
05-06-2025,0.312389755,Karnataka
06-06-2025,0.446742035,Karnataka
07-06-2025,0.474927851,Karnataka
08-06-2025,0.526756383,Karnataka
09-06-2025,0.481978261,Karnataka
10-06-2025,0.512515909,Karnataka
11-06-2025,-9999,Karnataka
12-06-2025,0.68932764,Karnataka
13-06-2025,-9999,Karnataka
14-06-2025,0.236024565,Karnataka
15-06-2025,-9999,Karnataka
16-06-2025,-9999,Karnataka
17-06-2025,0.503946611,Karnataka
18-06-2025,0.407000019,Karnataka
19-06-2025,0.737585191,Karnataka
20-06-2025,0.287628903,Karnataka
21-06-2025,0.503104939,Karnataka
22-06-2025,0.473005085,Karnataka
23-06-2025,-9999,Karnataka
24-06-2025,0.446549223,Karnataka
25-06-2025,-9999,Karnataka
26-06-2025,-9999,Karnataka
27-06-2025,0.715908687,Karnataka
28-06-2025,-9999,Karnataka
29-06-2025,0.627936464,Karnataka
30-06-2025,-9999,Karnataka
